,City,Latitude,Longitude
660,Wengen,46.6054411,7.9217237
661,Schneefelde,,
662,Leysin,46.3438701,7.0148403
663,Gebersheim,48.8124885,8.9788797
664,Bremen-Blumenthal,53.183655,8.5814147
665,Wuppertal-Barmen,51.2669712,7.1949423
666,Ronco (Ascona),46.1433367,8.7263426
667,Boudry,46.9487464,6.8358712
668,Hohenschwangau,47.5551938,10.7394834
669,Hamburg-Hummelsbüttel,53.6397433,10.0395255
670,Bottmingen,47.5234501,7.5748727
671,Bad Honnef,50.6448582,7.2272534
672,Rehovot,31.8952532,34.8105616
673,Bad Godesberg- Mehlem,50.6615942,7.1908362
674,Essen-Bredeney,51.4102283,6.9928497
675,"Bloomington, Ind.",39.1670396,-86.5342881
676,Karatschi,24.8546842,67.0207055
677,Naarden,52.2957628,5.1633636
678,"Philadelphia, Pa.",39.9527237,-75.1635262
679,Frankenberg/Sa.,50.9110365,13.0331023
680,Saint-Martin-Vésubie,44.0700773,7.2565002
681,Hilterfingen,46.7357185,7.6591147
682,Höfer,52.6814659,10.2493588
683,Bursinel,46.438423,6.3053467
684,Cannstatt,48.8048828,9.2146797
685,Oberursel (Taunus),50.2005518,8.580452
686,Tunbridge Wells,51.1371483,0.2673446
687,Oberengstringen,47.409141,8.4626927
688,Saint Sulpice,49.3505211,2.1221698
689,Riedhof,47.7684951,10.6807345
690,Watlington,51.6451586,-1.0043458
691,Gemünden (Wohra),50.9934023,8.9675885
692,Spiegel b. Bern,46.9260194,7.4362121
693,Meilen-Feldmeilen,47.2791676,8.6207481
694,Nenstrelitz,,
695,Weiden,46.0634632,13.2358377
696,Alger,36.7729309,3.0588291
697,Sürth,51.0593951,7.2983273
698,Paudex,46.5056892,6.6732336
699,Buchenbach,47.9607582,8.0092808
700,Norton (Mass.),41.9667666,-71.1869939
701,Teheran,35.6892523,51.3896004
702,Tripolis,32.896672,13.1777923
703,Westhofen,49.7002565,8.2492995
704,Berlin-Weißensee,52.5546193,13.4630018
705,Hannover-Kleefeld,52.3736696,9.7910051
706,Düdelingen,49.4786477,6.0847792
707,Ippendorf,50.7015202,7.0807205
708,"El Cerrito, Calif.",37.9154056,-122.301411
709,Frankfurt-Höchst,50.1027438,8.5420871
710,"Saint Petersburg, Fla.",27.7700475,-82.6359078
711,Neu-Isenburg,50.0464196,8.6717748
712,Luxemburg,49.6112768,6.129799
713,Magden,47.5283737,7.8116008
714,Oberlahnstein,50.3011686,7.6100803
715,Savyon,32.0495423,34.8781446
716,Nackenheim,49.9174374,8.342881
717,Kirn,49.7861037,7.4584035
718,Stuhlweißenburg,47.1910169,18.410811
719,Bielefeld-Dornberg,52.0511861,8.4780667
720,Carona,45.9574555,8.935792
721,Chania,35.5120831,24.0191544
722,Belgrad,44.8178131,20.4568974
723,Nir David,32.5027374,35.4567497
724,Bammental,49.3556982,8.7760658
725,Vitznau,47.0091184,8.4846569
726,Malmedy,50.4265348,6.0276059
727,"New York- Great Neck, NY",40.7880112,-73.7292068
728,Königstein-Mammolshain,50.1725416,8.4977688
729,Menziken,47.240878,8.187274
730,"Huntingdon, Pa.",40.3446332,-78.0281185
731,Appleby-in-Westmoreland,,
732,Paris (Ky.),38.2097987,-84.2529869
733,Starnberg-Söcking,48.0017434,11.3154861
734,Crans-sur-Sierre,46.3056946,7.4773875
735,Bobstadt,49.459607899999995,9.673752288415923
736,Leukerbad,46.3793158,7.6267416
737,Leutwil,47.3095034,8.1731304
738,Neuhausen ob Eck,47.9713008,8.9284465
739,Weggis,47.0322545,8.4346408
740,Metzingen-Neuhausen,48.52738415,9.30426418364488
741,La Forcla,46.5786437,7.1360859
742,Baltrum,53.728207749999996,7.3994820058885615
743,Blonay,46.475731350000004,6.90841012542681
744,Godesburg,50.685183949999995,7.150733699953944
745,Korntal,48.82550125,9.117859493512467
746,Heiligenschwendi,46.750388,7.68459
747,Wilderswil,46.6633947,7.8629948
748,Esens,53.6468107,7.6118499
749,Blonay sur Vevey,,
750,Kapfhüsi,46.8680854,7.7745139
751,Bovenden bei Göttingen,,
752,Emlichheim,52.611968,6.8527435
753,Niederteufen,47.389748,9.3733397
754,Kamakurashi,35.322952,139.554383
755,Territet-Montreux,46.4249698,6.9246438
756,Wildbad,48.73149685,8.523581658790455
757,Montfort,43.3684225,-0.8465779
758,Murnau,47.6778816,11.2011903
759,Lilienthal,53.1414124,8.90677
760,Eppenhain (Taunus),50.167975,8.3924576
761,Hinterzarten,47.9063718,8.103622
762,Santpoort,52.4338437,4.6328181
763,Schmalenbeck,53.6533879,10.2601856
764,Berg (Thurgau),47.579522,9.1681977
765,Angaturama,-21.4810792,-42.41682870826877
766,Chambésy,46.2434402,6.1465109
767,Königstein,50.1818833,8.465271
768,Meran,46.6695547,11.1594185
769,Goldern,46.7393088,8.1981956
770,Wohltorf,53.5167,10.2833
771,Bensberg,50.9662418,7.1614433
772,Beer-Sheva,31.2457442,34.7925181
773,Weston (Conn.),41.2021302,-73.3812743
774,Dallas (Tex.),32.7762719,-96.7968559
775,Charlottesville (Vir.),,
776,Taizé (Saône-et-Loire),46.5128183,4.6771269
777,Illkirch,48.5298611,7.7116218
778,Solignac,45.7549727,1.275543
779,Denver (Colo.),39.7392364,-104.984862
780,Walchensee,47.59327255,11.34637046024519
781,Boolsbury,,
782,Borsdorf,51.3472715,12.540308
783,Riverside (Calif.),33.9824949,-117.374238
784,Bleienbach,47.1856551,7.7561202
785,Walberberg bei Bonn,50.7923257,6.9187589
786,Schmieheim,48.2786884,7.8578952
787,Eringsen,,
788,Vordemwald,47.2766594,7.9009035
789,Ugine,45.7490363,6.4205158
790,Raisdorf,54.2841069,10.2410745
791,Greifensee,47.3662476,8.6786693
792,Gross-Burgwedel,,
793,Cartagena (Spain),37.600417,-0.9868795
794,Ithaca (N.Y.),42.437417499999995,-76.54837235139263
795,"Saint Louis, Mo.",38.6280278,-90.1910154
796,Imshausen,50.9968639,9.8622043
797,Trèves,44.0773,3.3889
798,Utica (N.Y.),43.1009031,-75.2326641
799,"Seattle, Wash.",47.6038321,-122.330062
800,Varanasi,25.3356491,83.0076292
801,Soisy-sur-Seine,48.6502928,2.4490991
802,Latrobe (Pa.),40.317287,-79.3840301
803,Chêne-Bourg,46.1942388,6.1934779
804,Oschwand,47.1407101,7.712462
805,Jettingen,47.598553,7.3727619
806,Kronberg im Taunus,50.1796561,8.5085855
807,Prien a. Chiemsee,47.8541669,12.3455493
808,Breganzona,46.0064653,8.9284461
809,Admont,47.573782,14.4615721
810,Val Camonica,46.0748492,10.3399925
811,Nimwegen,51.8474946,5.8637771
812,Beckenried,46.9664078,8.4744947
813,Hornussen,47.5008542,8.056978167393527
814,Saint-Loup,48.667979,-1.2958685
815,Cologny,46.2163962,6.1817613
816,La Ferrière,45.280845,6.085802096183492
817,Krailling,48.0992621,11.4050891
818,Bad Buchau,48.0641747,9.6106661
819,Kopavogi,64.11077715,-21.8949355835627
820,Lissabon,38.7077507,-9.1365919
821,Tamins,46.8292948,9.4064966
822,Mülheim an der Ruhr,51.4272925,6.8829192
823,Duisdorf,50.7144905,7.0478279
824,Traben-Trarbach,49.9530436,7.1233159
825,Salzgitter-Watenstedt,52.1504733,10.4086767
826,Wiesbaden-Sonnenberg,50.1016836,8.264657
827,Bonn-Beuel,50.7386619,7.1245135
828,Atzenbach,47.71056325,7.8729901033565834
829,"Sunbury, Pa.",40.8619754,-76.7936252
830,Köln-Bayenthal,50.9110582,6.9692379
831,"Syracuse, NY",43.0481221,-76.1474244
832,Duala,4.0429389,9.7062018
833,Winningen,50.3138799,7.5182184
834,"Durham, NC",35.996653,-78.9018053
835,Rivaz,46.4762772,6.7786403
836,Dillenburg-Niederscheld,50.7221447,8.317282924536133
837,Quickborn,54.0111091,9.2114907
838,Beuern,51.1171482,9.4665348
839,Montagnola,45.9829744,8.9184373
840,Füllinsdorf,47.5056654,7.7299597
841,Ulzburg,53.7927083,9.9807595
842,Barbados,13.1500331,-59.5250305
843,Grossaffoltern,47.0667831,7.3608919
844,Altendorf,49.9569909,17.2388792
845,Perroy,47.3987984,3.1590234
846,"Duluth, Minn.",46.7729322,-92.1251218
847,Köln-Deutz,50.9367586,6.9730461
848,Köln-Holweide,50.9762247,7.0411142
849,Berlin-Schöneberg,52.4793491,13.3519181
850,Berlin-Tegel,52.5881913,13.2896968
851,Hamburg-Bergedorf,53.476116,10.2099495
852,Ziegelhausen,49.4216102,8.756893
853,North Easton (Mass.),42.0667665,-71.1036592
854,South Bend (Ind.),41.6833813,-86.2500066
855,Stanford (Calif.),37.426540700000004,-122.17030545534064
856,Schärding,48.4569975,13.4318
857,Trubschachen,46.9228891,7.8466832
858,Glattbrugg,47.4326312,8.5647892
859,Volnsberg,50.8832071,8.0808809
860,"Greencastle, Ind.",39.6444898,-86.8647316
861,Bösingen,48.2387297,8.5583786
862,Reichenau,47.695637250000004,9.059202239614567
863,Collonge-Bellerive,46.2537418,6.2045928
864,Maienfeld,47.0077288,9.5309225
865,Buchschlag,50.0218342,8.6683279
866,Nienburg,52.6487602,9.257810517418042
867,Saas-Fee,46.107342,7.9247055
868,Herzogenbuchsee,47.1881314,7.7057052
869,"New Rochelle, NY",40.9115386,-73.7826363
870,Wilflingen,48.9149339,9.9966648
871,Ulmbach (Hessen),50.3684507,9.421224
872,Einöd (Saarland),49.2717717,7.3183623
873,Batzenhofen,48.430693,10.8145056
874,Danzig,54.42880315,18.79832701217957
875,Brühl-Kierberg,50.8383931,6.8885567
876,"San Francisco, Calif.",37.7792588,-122.4193286
877,Verden (Aller),52.94106755,9.235471627440539
878,Köln-Bocklemünd,50.9754577,6.8504253
879,Eltville am Rhein,50.0275441,8.1189741
880,"Chattanooga, Tenn.",35.0457219,-85.3094883
881,"Knoxville, Tenn.",35.9603948,-83.9210261
882,"Salt Lake City, Utah",40.7596198,-111.886797
883,"Weisskirchen, Taunus",50.1821328,8.5967342
884,Nedlands,-31.9799209,115.8057167
885,Berlin-Steglitz,52.4572569,13.3222865
886,Mainz-Bretzenheim,49.9757922,8.2527665
887,"Anchorage, Alas.",,
888,Solbiate Arno,45.7190562,8.8143443
889,Orselina,46.1778147,8.7956508
890,Neuhausen,54.7745571,20.6037041
891,"Malibu, Calif.",34.035591,-118.689423
892,Ras al-Chaima,25.7386349,55.924922399798014
893,Hannover-Buchholz,52.40873225,9.783515145611005
894,Gummersbach-Niederseßmar,51.0044274,7.5723812
895,"Newark, NJ",40.735657,-74.1723667
896,"Salem, Va.",37.293198,-80.0556773
897,Karlsruhe-Waldstadt,49.0366826,8.4399015
898,Heddernheim,50.159627,8.6466155
899,Banff,51.175076,-115.5720773
900,Decatur (Ga.),30.8736613,-84.5740953
901,Chardonne sur Vevey,,
902,Bannockburn (Ill.),42.1933581,-87.8664579
903,Nordborg,55.0553387,9.7470524
904,Calgary (Kanada),51.0456064,-114.057541
905,Quebec,52.4760892,-71.8258668
906,"Ciudad Universitaria (Mexiko, Stadt)",19.3215473,-99.1849188
907,Kampen (Niederlande),52.5559484,5.9033303
908,Kapstadt,-33.9288301,18.4172197
909,"Santa Monica, Calif.",34.0194704,-118.491227
910,Visperterminen,46.2589888,7.9030118
911,Hamburg-Fuhlsbüttel,53.6331486,9.9881521
912,Kohlscheid,50.8346962,6.0886835
913,Köln-Zollstock,50.9098693,6.941747
914,Berlin-Lichterfelde,52.437293,13.3138645
915,"Akron, Ohio",41.083064,-81.518485
916,Niederaula,50.7961213,9.5891659
917,Villigst,51.4332585,7.5898099
918,Bochum-Weitmar,51.4578419,7.2053509
919,Beerfelden,49.555931799999996,8.952727509818992
920,"Klausdorf, Schwentine",54.3097114,10.2122651
921,Münster-Roxel,51.9462568,7.5264368
922,Kölliken,47.3352673,8.0231804
923,Brixen,46.716413,11.657792
924,Ripon (Wis.),43.8424502,-88.8372972
925,Pasadena (Calif.),34.1476507,-118.144155
926,Burg bei Magdeburg,52.2705632,11.8588198
927,Courbevoie,48.8953328,2.2561602
928,"Monrovia, Calif.",34.1483499,-118.0014517
929,Loccum,52.4546364,9.1462122
930,Katzenelnbogen,50.2676224,7.9768379
931,Kogarah (N.S.W.),-33.968226,151.1354509
932,Ostwald (France),48.5425109,7.7102193
933,Anlhiac,45.3213443,1.1263008
934,Louisville (Ky.),38.2542376,-85.759407
935,Beit Jala,31.7155219,35.1873686
936,Bad Friedrichshall-Kochendorf,49.2187622,9.2114367
937,Hoisington (Kan.),38.5180672,-98.7781394
938,Manurewa,-37.0241501,174.88865968963015
939,Mötzingen,48.5354913,8.7747087
940,Tokio,35.6768601,139.7638947
941,Kolonie Falkenberg,,
942,Adelebsen,51.579484,9.7524477
943,"Waco, Tex.",31.5491899,-97.1474628
944,Stend,60.27281885,5.329244463751676
945,Schachen,50.4103585,9.9254672
946,Baarlo,51.3319545,6.0967255
947,Ettenhausen,47.7090146,12.38657
948,Langwies,46.820556,9.7126357
949,Vallamand-Dessous,46.9249565,7.0349524
950,Vico Morcote,45.9312629,8.9242053
951,Möriken,47.415862,8.1823328
952,Gümligen,46.9345928,7.5110516
953,Drütte,52.152198,10.4471834
954,"Belmont, Mass.",42.3959296,-71.1786655
955,Zermatt,46.0212076,7.749254
956,Soulz-sous-Forêts,48.935951,7.8822757
957,Schiers,46.9689315,9.6900481
958,"Ann Arbor, Mich.",42.2813722,-83.7484616
959,"Cherry Hill, NJ",39.9348351,-75.0307264
960,Ferney,45.3305156,-98.0978733
961,Chexbres,46.4809505,6.7803021
962,Mouton,45.8907237,0.244336
963,Muhen,47.3408342,8.0535781
964,Sitten,46.2311749,7.3588795
965,Nizza,43.7009358,7.2683912
966,"Summit, NJ",40.7182356,-74.3592296
967,Kieselbronn,48.9339465,8.7479626
968,Riedlingen-Bechingen,48.1991886,9.490250096822741
969,Werthenstein,47.0553684,8.1018157
970,Hamburg-Othmarschen,53.5552836,9.8975843
971,"Jamaica, NY",40.7029134,-73.8006429
972,Leoni,45.434788,12.3500446
973,Richigen,46.9182163,7.5822762
974,Herschbach (Oberwesterwald),,
975,Hillesheim,50.2916705,6.6680009
976,Sankt Augustin- Hangelar,50.7591626,7.1664663
977,Dulliken,47.3537179,7.9424681
978,Calcutta,22.5726459,88.3638953
979,Assuan,24.091071,32.897306
980,Holderbank,47.4270885,8.1686653
981,Cressier,46.8986683,7.1417574
982,Lumbwa,-2.6195355,36.1867896
983,Salvador (Bahia),-12.9822499,-38.4812772
984,Dudweiler / Saar,49.276826,7.0356363
985,Breinig,50.7318443,6.2171958
986,Würenlingen,47.5320878,8.2569618
987,"Norwich, Vt.",43.7136654,-72.3081535
988,Reichenbach,50.6200076,12.298936
989,Mainz-Gonsenheim,49.9977389,8.2143081
990,Laurensberg,50.7981965,6.0614291
991,Berlin-Niederschönhausen,52.5858062,13.401397
992,Milano Marittima,44.2774759,12.3481763
993,Nieder Eschbach,50.201765449999996,8.666575693266704
994,Berlin-Friedrichshagen,52.4573763,13.6232934
995,Ftan,46.7951677,10.2488557
996,Damaskus,33.5130695,36.3095814
997,"Lead, SD",44.352207,-103.765198
998,Weiding,49.2642085,12.7627487
999,Bærum,59.9289639,10.499710818578329
1000,Stuttgart-Zuffenhausen,48.8295258,9.16721
1001,Sasbach-Walden,,
1002,Marbach,47.3919868,9.5686092
1003,Altdorf b. Nürnberg,49.3858107,11.3564341
1004,Ennetbürgen,46.9851867,8.4128263
1005,Beer Sheva,31.2457442,34.7925181
1006,Coral Gables (Fla.),25.7331105,-80.2585107
1007,Wellesley (Mass.),42.2964859,-71.2925571
1008,Regent,46.4216712,-102.555719
1009,Hamburg- Groß Flottbek,53.5655862,9.8792333
1010,Rehetobel,47.4266831,9.4804482
1011,"Middletown, Conn.",41.5623178,-72.6509061
1012,Serneus,46.8897289,9.838838
1013,Saarn,51.4039664,6.8761353
1014,Kobe,34.6932379,135.1943764
1015,Pressy-Vandoeuvres,46.2299192,6.2057135
1016,Samedan,46.5332403,9.874586
1017,Stuttgart-Hohenheim,48.7118,9.2113
1018,Efferen,50.8965093,6.8968621
1019,Hyderabad,17.360589,78.4740613
1020,Wittmund-Carolinensiel,53.6916344,7.8028095
1021,L'Isle-sur-la-Sorgue,43.9185354,5.0515385
1022,Steckborn,47.6653429,8.9815246
1023,Waltalingen,47.6219604,8.7790569
1024,Kairp,,
1025,Clarens,43.1628572,0.4147041
1026,Drakensteyn,52.179826750000004,5.22717506339832
1027,Vufflens-le-Château,46.5264596,6.4690909
1028,Sollentuna,59.4293164,17.9500556
1029,Horn,52.653272,5.0735802
1030,Campbeltown,55.4241858,-5.6051005
1031,Küttigkofen,47.150838,7.5156072
1032,Widdersberg,47.3240596,11.3610967
1033,Berleburg,50.670900849999995,9.558169748435553
1034,Auenstein,47.4168206,8.1370602
1035,Hirschberg,50.8501049,15.653749235408073
1036,Emmishofen,47.6470522,9.1550638
1037,Langenfeld (Rheinland),51.1008952,6.9459377
1038,Niederpleis,50.7717333,7.213634
1039,Stuttgart-Untertürkheim,48.7798209,9.2504725
1040,Sinnai,39.3042403,9.2035381
1041,Flims,46.8332439,9.2834557
1042,Leverkusen-Schlebusch,51.0312322,7.0152723
1043,Schruns,47.0802089,9.9197063
1044,Champéry,46.1756791,6.8687665
1045,Unterdürrbach,49.817499999999995,9.91724083240329
1046,KwaZulu-Natal,-28.503833,30.8875009
1047,Flims Waldhaus,46.8257165,9.2888007
1048,San Nazzaro,41.0523895,14.8563559
1049,Gravesano,46.0414667,8.9196174
1050,Rüdesheim-Eibingen,50.020566349999996,7.915493602656994
1051,Saint-Prex,46.4809059,6.4586004
1052,Arbaz,46.273328,7.3834555
1053,Nunningen,47.3939723,7.6197691
1054,Menzingen,47.178291,8.5899339
1055,Germignaga,45.993507,8.7241585
1056,Sent,48.5513314,-1.5845373
1057,"Westport, Conn.",41.1414855,-73.3578955
1058,Escholzmatt-Marbach,46.890431449999994,7.917651101622755
1059,Hohenasperg,48.9109575,9.1389987
1060,Zarten,47.9770172,7.9492262
1061,Pollastra,44.8496505,8.7724754
1062,"Walla Walla, Wash.",46.0667277,-118.339345
1063,Borutta,40.522359,8.743519
1064,Mitaka,35.685227,139.572916
1065,Guingamp,48.5618483,-3.1502007
1066,Weissach im Tal,48.9260551,9.4903478
1067,Brig,46.2845584,8.02942282014046
1068,Slattum,60.0094971,10.92035
1069,Nendeln,47.1973842,9.5430689
1070,Campione d'Italia,45.968081,8.971033
1071,Deersheim,51.9832631,10.7814887
1072,"Louisville, Ky.",38.2542376,-85.759407
1073,"Hollywood, Fla.",26.0112014,-80.1494901
1074,Heilbronn-Böckingen,49.133695,9.1932571
1075,Vabréas,,
1076,Oeiras (Brasilien),-7.0174887,-42.1314478
1077,Point Clare (N.S.W.),,
1078,La Broque,48.4684871,7.211743
1079,"Reno, Nev.",39.5261206,-119.8126581
1080,Sackville,45.8999177,-64.3655256
1081,Niederbronn,48.9510314,7.6421767
1082,Bad Hindelang,47.5099108,10.3698921
1083,Hamburg-Wellingsbüttel,53.641249,10.0827111
1084,Hamburg-Wandsbek,53.6178179,10.127319649512643
1085,Bad Homburg v.d. Höhe,50.2267699,8.6169093
1086,Junkersdorf,50.9317526,6.8551691
1087,Berlin-Grunewald,52.4903556,13.2652322
1088,Wängi,47.496703,8.9533301
1089,Querum,52.2937533,10.5598521
1090,Wyhlen,47.5487995,7.691887
1091,Hamburg-Wohldorf,53.7106757,10.1323857
1092,Frouville,49.1523953,2.1488504
1093,Boulogne-sur-Seine,48.8180748,2.2384571
1094,Oberndorf am Neckar,48.2908613,8.5711222
1095,Titisee,47.8932083,8.146235749072751
1096,Braunschweig-Mascherode,52.2246494,10.5696066
1097,München-Allach,48.1900336,11.4681053
1098,Stuttgart-Degerloch,48.7065159,9.1616187
1099,Köln-Braunsfeld,50.9365109,6.8991826
1100,Lausanne-Ouchy,46.50511745,6.626942593958974
1101,Duisburg-Beeck,51.4773888,6.7342224
1102,München-Solln,48.0799367,11.5269373
1103,Hirsau,48.734346,8.7352364
1104,Dortmund-Wambel,51.5216853,7.5229208
1105,Patiala,30.20927775,76.33972313649818
1106,Ronco,45.6647065,8.1611597
1107,Gebenstorf,47.4819508,8.2408818
1108,"Hastings-on-Hudson, NY",40.9946622,-73.8785922
1109,Hünibach,46.747135,7.6484293
1110,"Cleveland Heights, Ohio",41.5200518,-81.556235
1111,Pfinztal-Wöschbach,48.99694025,8.580887813794064
1112,Oberlin,41.2939386,-82.2173786
1113,Marrakesch,31.6258257,-7.9891608
1114,Saint-Barthélemy-d'Anjou,47.4683081,-0.4932941
1115,Berrien Springs (Mich.),41.9464336,-86.3388965
1116,Nattheim,48.6995114,10.2418583
1117,"Great Barrington, Mass.",42.1939364,-73.362773
1118,Bagdad,33.3061701,44.3872213
1119,"Baton Rouge, La.",30.4494155,-91.1869659
1120,Oberlenningen,48.550635,9.4703358
1121,"Brooklyn, NY",40.6526006,-73.9497211
1122,"Oberlin, Ohio",41.2939386,-82.2173786
1123,Villeneuve,45.0835468,-0.6280356
1124,Forio d'Ischia,40.726881649999996,13.909547430335884
1125,"Chevy Chase, Md.",38.9813699,-77.0849245
1126,Ramat-Gan,32.0686867,34.8246812
1127,Hazerswoude,52.1228111,4.5883485
1128,St. Petersburg (Florida),27.7700475,-82.6359078
1129,Espenschied,50.1123882,7.9042955
1130,Greenwich (Conn.),41.0264862,-73.6284598
1131,Altstädten,47.486197,10.2845713
1132,Porz-Eil,50.8954077,7.078521
1133,Duluth (MIN),46.7729322,-92.1251218
1134,Wittlaer,51.3194386,6.7420578
1135,Bickleigh,50.84274255,-3.502667000910674
1136,Herzogenrath-Kohlscheid,50.8346962,6.0886835
1137,Annweiler,49.2027254,7.9682264
1138,Ebnet,47.9859781,7.9038438
1139,Gödenroth,50.087315,7.4877215
1140,"Nashville, Tenn.",36.1622767,-86.7742984
1141,"Hamden, Conn.",41.3679456,-72.92313173027604
1142,Zell,50.0275681,7.1813233
1143,Les Collons sur Vex,,
1144,Erlabrunn,49.8598717,9.843799
1145,Brüttisellen,47.4242579,8.6307734
1146,Bergshamra,59.3807025,18.0374037
1147,Gutenberg,49.8800305,7.7991667
1148,Folgensbourg,47.5505154,7.4464337
1149,Bissingen,48.7177493,10.6158383
1150,Düsseldorf-Kaiserswerth,51.3014826,6.7355171
1151,Shamsabad (India),22.8451883,76.34545431160329
1152,Dar-es-Salaam,-6.8160837,39.2803583
1153,Witterschlick,50.6924755,7.0241165
1154,Hirschegg,46.7208973,11.4736895
1155,Bradford (NH),43.270206,-71.960449
1156,"Claremont, Calif.",34.0966764,-117.7197785
1157,Waterloo (Canada),43.4652699,-80.5222961
1158,Donegal (Ireland),54.6537924,-8.1102616
1159,Hingham (Mass.),42.2417669,-70.8897676
1160,Berchtesgaden,47.6330221,13.0020051
1161,Madras,44.6334544,-121.129487
1162,Pech,42.7822623,1.6883458
1163,Ittigen,46.9790726,7.4815213
1164,Uitikon,47.3705756,8.4530961
1165,Bietigheim,48.9126152,8.2539859
1166,Bruggen,46.7395593,13.1944672
1167,Elim,64.6173758,-162.2604161
1168,Parpan,46.7596313,9.5598212
1169,Rombach,49.2515048,6.0938369
1170,Cordoba (Argentinien),-31.4166867,-64.1834193
1171,Amherst (Mass.),42.3731948,-72.5198761
1172,Niederwangen,46.9252797,7.3804051
1173,Sils/Segl Maria,46.4291565,9.7637877
1174,Charbonnières,46.3899122,4.8340204
1175,Ben Shemen,31.9522788,34.921944
1176,Uslar-Eschershausen,51.679811,9.6402867
1177,Remscheid-Lennep,51.1907646,7.252905
1178,Havelse,52.4084357,9.613425
1179,"Milwaukee, Wis.",43.0386475,-87.9090751
1180,Nikolausberg,50.7446067,8.7012974
1181,Hamm (Westf),51.6785747,7.807713
1182,Ramat-Shen,,
1183,Kleinkems,47.6862094,7.5235689
1184,Hannover-Döhren,52.3358471,9.7688064
1185,Vilbel-Heilsberg,50.1705878,8.720116
1186,Territet,46.4249698,6.9246438
1187,Kingswear,50.366261550000004,-3.54634164096837
1188,Adelboden,46.4927213,7.5587618
1189,Walenstadtberg,47.1375398,9.2903806
1190,Wilhelmshütte,50.8661951,8.5503146
1191,Tegelen,51.3429314,6.1362198
1192,Immensee,47.0968171,8.4626759
1193,Gersau,46.9923,8.5264727
1194,Burgfelden,48.2412473,8.932808
1195,Ettingen,49.0303712,7.1796783
1196,Kyoto,35.021041,135.7556075
1197,Brunnen,48.6293223,11.3097034
1198,Berg (Sankt Gallen),47.3783496,9.1924314
1199,Alexandria (Vir.),,
1200,Mirpur Khas Sind,25.5262817,69.0110617
1201,Pennsylvania,40.9699889,-77.7278831
1202,Tarabya,41.1385739,29.0530421
1203,"Iowa City, Iowa",41.6683126,-91.57952674093114
1204,Lörrach-Tumringen,47.6269153,7.6539312
1205,Wissen-Schönstein,50.7746363,7.7567874
1206,Ashkelon,31.6644874,34.5730157
1207,Boldern,47.2614662,8.7012823
1208,Windisch,47.4793472,8.2179918
1209,Giglio Porto,42.3571574,10.9224837
1210,Llansá,41.2212153,1.7255003
1211,"Statesboro, Ga.",32.4490141,-81.7832912
1212,"Ithaca, NY",42.4396039,-76.4968019
1213,"Boulder, Colo.",40.0149856,-105.270545
1214,Mürren,46.5594576,7.8929321
1215,Dahlbruch,50.9751452,8.0554578
1216,Trenčianska Teplá,48.9344602,18.1200726
1217,Sede Boqer,,
1218,Tübingen-Lustnau,48.5238439,9.0944493
1219,Dudweiler,49.2773213,7.0343613
1220,Singen (Hohentwiel),47.7617515,8.8348709
1221,Gelsenkirchen-Buer,51.5611041,7.0607256
1222,Schwabach-Wolkersdorf,49.3620291,11.0283533
1223,Yellowstone National Park,44.6200885,-110.56068933143061
1224,"Greenville, SC",34.851354,-82.3984882
1225,Pullach i. Isartal,48.0556122,11.5217455
1226,Aegidienberg,50.6620395,7.303968
1227,Düsseldorf-Urdenbach,51.1574819,6.8830669
1228,Amun-Mut-Chons-Tempel Theben,,
1229,Ofterdingen,48.4200621,9.0308559
1230,Mannheim-Käfertal,49.5014671,8.5038114
1231,Tübingen-Weilheim,48.4915715,9.0332521
1232,Wesseling-Urfeld,50.8070486,7.0253106
1233,Ennepetal-Milspe,51.2994862,7.348566
1234,Newton-le-Willows,53.4530667,-2.6263483
1235,Saint-Romai,46.348255550000005,25.528247151810074
1236,Windsbach,49.2475569,10.827543
1237,Diolly,46.2388525,7.344252
1238,Haltingen,47.6152532,7.6163573
1239,"Austin, Tex.",30.2711286,-97.7436995
1240,Rosny,-42.8718995,147.3573558
1241,Orbyhus,60.2269328,17.7056289
1242,Meggen,47.0470746,8.3733992
1243,Bonstetten,48.4393183,10.706508
1244,Mašhad,36.2974945,59.6059232
1245,Schöller,51.2447236,7.0317059
1246,Saint Blaise,46.0647356,6.0889634
1247,Appleby,31.7162882,-94.6049313
1248,Goldau,47.1819935,24.1335334
1249,Montechiano,,
1250,Küssnacht am Rigi,47.08385,8.4386308
1251,Berowra,-33.6235384,151.1531676
1252,Dubbeldam,51.79327325,4.702386049894336
1253,Village-Neuf,47.6054816,7.5696755
1254,Menlo Park (Cal.),,
1255,Hamilton (N.Y.),43.6307863,-74.4659275
1256,Steinkirchen,53.5642985,9.6006119
1257,Fort Lauderdale (Flor.),,
1258,Bidar,18.02072965,77.24872035766641
1259,Mysore,12.3051828,76.6553609
1260,Limena,45.4743763,11.8449327
1261,Isernhagen,52.4704753,9.8080015
1262,Beuel,50.7386619,7.1245135
1263,Kano (Nigeria),11.8948389,8.5364136
1264,Boston Spa,53.9039164,-1.3485238
1265,Aarhuus,52.08634675,5.6197892812956205
1266,Altmannstein,48.9,11.65
1267,Corrèze,45.342904700000005,1.8176424406120555
1268,Hinterbrühl,48.0801855,16.239042909866875
1269,Breitenbach,48.3657983,7.2930383
1270,"South Hadley, Mass.",42.2591392,-72.5751341
1271,Rancate,45.8705975,8.9678459
